Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
Glu,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,17.226000000000003,3.1020000000000003,17.226000000000003,3.1020000000000003,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
Glu,2019_chan_14,1,10.1371/journal.pone.0208666,0.0,0.0,1.25532,0.17754000000000003,0.0,0.0,Control,GM,Relating excitatory and inhibitory neurochemicals to visual perception: A magnetic resonance study of occipital cortex between migraine events,0.643,0.037,0.23,0.034,16.0,8.0,8.0,27.125,4.63
Glu,2019_jelen_29,1,10.1016/j.euroneuro.2018.12.005,1.109,0.167,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,4,10.1016/j.euroneuro.2018.12.005,1.039,0.097,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,7,10.1016/j.euroneuro.2018.12.005,1.016,0.099,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,10,10.1016/j.euroneuro.2018.12.005,1.153,0.122,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,13,10.1016/j.euroneuro.2018.12.005,1.05,0.116,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2019_jelen_29,16,10.1016/j.euroneuro.2018.12.005,1.094,0.174,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Glu,2020_bell_34,1,10.1002/nbm.4245,0.0,0.0,12.408000000000001,1.518,12.408000000000001,1.518,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,2,10.1002/nbm.4245,0.0,0.0,8.646,0.99,8.646,0.99,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,3,10.1002/nbm.4245,0.0,0.0,10.296,1.98,10.296,1.98,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,4,10.1002/nbm.4245,0.0,0.0,9.108,0.792,9.108,0.792,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,5,10.1002/nbm.4245,0.0,0.0,8.448,1.4520000000000002,8.448,1.4520000000000002,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,6,10.1002/nbm.4245,0.0,0.0,6.336,0.66,6.336,0.66,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,7,10.1002/nbm.4245,0.0,0.0,4.884,0.46199999999999997,4.884,0.46199999999999997,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,8,10.1002/nbm.4245,0.0,0.0,4.026,0.33,4.026,0.33,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,9,10.1002/nbm.4245,0.0,0.0,1.914,0.33,1.914,0.33,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_bell_34,10,10.1002/nbm.4245,0.0,0.0,1.8479999999999999,0.264,1.8479999999999999,0.264,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Glu,2020_poletti_11,2,10.3389/fpsyt.2020.590095,0.0,0.0,6.072,0.7722,0.0,0.0,Control,GM,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,0.7745000000000001,0.0795,0.8101999999999999,0.10279999999999999,49.0,21.0,28.0,33.7,11.14
Glu,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,8.1048,0.2838,8.1048,0.2838,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
Glu,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,7.986,0.2838,7.986,0.2838,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
Glu,2021_gajdosik_34,1,10.1002/nbm.4538,0.0,0.0,7.3919999999999995,1.1880000000000002,7.3919999999999995,1.1880000000000002,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,2.0,1.0,32.5,10.2
Glu,2021_gajdosik_34,2,10.1002/nbm.4538,0.0,0.0,7.854000000000001,0.264,7.854000000000001,0.264,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,1.0,2.0,32.5,10.2
Glu,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,11.226600000000001,1.6896000000000002,11.226600000000001,1.6896000000000002,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
Gln,2017_bustillo_43,1,10.1093/schbul/sbw122,0.0,0.0,3.39768,0.5227200000000001,3.39768,0.5227200000000001,Control,WM,Glutamatergic and Neuronal Dysfunction in Gray and White Matter: A Spectroscopic Imaging Study in a Large Schizophrenia Sample.,0.37,0.17,0.63,0.0,97.0,69.0,28.0,37.1,12.3
Gln,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,1.319,0.212,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
Gln,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,1.404,0.347,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
Gln,2018_caravaggio_28,1,10.1016/j.euroneuro.2017.12.002,0.0,0.0,2.6941859999999997,0.3985740000000001,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2921,0.0391,0.6297999999999999,0.0621,17.0,9.0,8.0,28.35,9.53
Gln,2018_caravaggio_28,2,10.1016/j.euroneuro.2017.12.002,0.0,0.0,2.6092440000000003,0.4791600000000001,0.0,0.0,Healthy,WM,Reduced insulin sensitivity may be related to less striatal glutamate: An (1)H-MRS study in healthy non-obese humans.,0.2465,0.028399999999999998,0.6658,0.06709999999999999,17.0,9.0,8.0,28.35,9.53
Gln,2018_egerton_23,10,10.1038/s41380-018-0082-9,1.28,0.27,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,11,10.1038/s41380-018-0082-9,1.79,0.3,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,12,10.1038/s41380-018-0082-9,1.31,0.43,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,4,10.1038/s41380-018-0082-9,1.37,0.31,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,5,10.1038/s41380-018-0082-9,1.54,0.17,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,6,10.1038/s41380-018-0082-9,1.43,0.4,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
Gln,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,3.4477740000000003,0.38768400000000003,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Gln,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,3.491334,0.50094,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Gln,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,3.6198360000000003,0.339768,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Gln,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,2.051,0.336,0.7914852,0.0714384,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
Gln,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,3.1581,0.50094,3.1581,0.50094,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
Gln,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,3.3759,0.7623000000000001,3.3759,0.7623000000000001,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
Gln,2019_ferland_237,1,10.1007/s00221-019-05691-z,0.85,0.137,3.157011,0.26832960000000006,3.157011,0.26832960000000006,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.04,0.743,0.048,10.0,5.0,5.0,26.0,4
Gln,2019_ferland_237,2,10.1007/s00221-019-05691-z,0.803,0.05,3.088404,0.158994,3.088404,0.158994,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.052000000000000005,0.742,0.057999999999999996,10.0,5.0,5.0,26.0,4
Gln,2019_kaplan_160,1,10.1097/j.pain.0000000000001480,0.0,0.0,2.389266,0.322344,0.0,0.0,Control,WM,Functional and neurochemical disruptions of brain hub topology in chronic pain.,0.3259,0.08,0.6334000000000001,0.08,46.0,0.0,0.0,38.83,12.18
Gln,2019_monnig_54,1,10.1093/alcalc/agz062,1.402,0.125,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
Gln,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,1.1698038000000002,0.3558852,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
Gln,2020_burger_51,11,10.1111/ejn.14583,1.16,0.22,0.0,0.0,0.0,0.0,Healthy,WM,The relationship between measurement of in vivo brain glutamate and markers of iron metabolism: A proton magnetic resonance spectroscopy study in healthy adults.,0.0,0.0,0.0,0.0,20.0,0.0,20.0,31.9,5.2
Gln,2020_burger_51,12,10.1111/ejn.14583,1.19,0.22,0.0,0.0,0.0,0.0,Healthy,WM,The relationship between measurement of in vivo brain glutamate and markers of iron metabolism: A proton magnetic resonance spectroscopy study in healthy adults.,0.0,0.0,0.0,0.0,20.0,0.0,20.0,31.9,5.2
Gln,2018_bossong_21,1,10.1093/ijnp/pyy011,0.0,0.0,2.16711,0.42688800000000005,0.0,0.0,Healthy,GM,Human Striatal Response to Reward Anticipation Linked to Hippocampal Glutamate Levels,0.66,0.05,0.0995,0.0196,19.0,9.0,10.0,25.8,5.6
Gln,2018_chiu_193,4,10.1016/j.schres.2017.07.021,0.0,0.0,1.716264,0.302742,1.716264,0.302742,Control,GM,In vivo gamma-aminobutyric acid and glutamate levels in people with first-episode schizophrenia: A proton magnetic resonance spectroscopy study.,0.6076,0.0858,0.2432,0.0821,14.0,5.0,9.0,27.71,5.88
Gln,2018_egerton_23,7,10.1038/s41380-018-0082-9,1.86,0.31,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,8,10.1038/s41380-018-0082-9,1.71,0.22,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,9,10.1038/s41380-018-0082-9,1.42,0.15,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,1,10.1038/s41380-018-0082-9,1.94,0.24,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,2,10.1038/s41380-018-0082-9,1.54,0.23,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Gln,2018_egerton_23,3,10.1038/s41380-018-0082-9,1.6,0.23,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
Gln,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,2.574396,0.13939200000000002,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
Gln,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,2.491632,0.102366,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
Gln,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,2.9686140000000005,0.33759000000000006,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
Gln,2018_shakory_43,8,10.1038/s41386-018-0163-0,0.0,0.0,2.9511900000000004,0.37897200000000003,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,18.0,0.0,0.0,22.2,3.1
Gln,2018_shakory_43,9,10.1038/s41386-018-0163-0,0.0,0.0,2.9947500000000007,0.28314000000000006,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,13.0,0.0,0.0,22.2,3.1
Gln,2018_soeiro-de-souza_3,1,10.1016/j.bpsc.2018.02.007,1.03,0.14,0.0,0.0,0.0,0.0,Control,GM,Anterior Cingulate Cortex Glutamatergic Metabolites and Mood Stabilizers in Euthymic Bipolar I Disorder Patients: A Proton Magnetic Resonance Spectroscopy Study.,0.6308,0.04,0.175,0.03,80.0,42.0,38.0,28.13,8.19
Gln,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,3.029598,0.328878,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,2.8662480000000006,0.32452200000000003,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,2.8139760000000003,0.313632,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Gln,2019_bossong_76,1,10.1001/jamapsychiatry.2018.3252,0.0,0.0,2.528658,0.485694,2.528658,0.485694,Control,GM,Association of Hippocampal Glutamate Levels With Adverse Outcomes in Individuals at Clinical High Risk for Psychosis.,0.64,0.07,0.33,0.08,30.0,16.0,14.0,24.7,3.8
Gln,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,5.51034,0.71874,5.51034,0.71874,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
Gln,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,5.684580000000001,1.0236600000000002,5.684580000000001,1.0236600000000002,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
Gln,2019_chan_14,1,10.1371/journal.pone.0208666,0.0,0.0,0.4142556,0.058588200000000014,0.0,0.0,Control,GM,Relating excitatory and inhibitory neurochemicals to visual perception: A magnetic resonance study of occipital cortex between migraine events,0.643,0.037,0.23,0.034,16.0,8.0,8.0,27.125,4.63
Gln,2019_jelen_29,1,10.1016/j.euroneuro.2018.12.005,1.109,0.167,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2019_jelen_29,4,10.1016/j.euroneuro.2018.12.005,1.039,0.097,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2019_jelen_29,7,10.1016/j.euroneuro.2018.12.005,1.016,0.099,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2019_jelen_29,10,10.1016/j.euroneuro.2018.12.005,1.153,0.122,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2019_jelen_29,13,10.1016/j.euroneuro.2018.12.005,1.05,0.116,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2019_jelen_29,16,10.1016/j.euroneuro.2018.12.005,1.094,0.174,0.0,0.0,0.0,0.0,Control,GM,Functional magnetic resonance spectroscopy in patients with schizophrenia and bipolar affective disorder: Glutamate dynamics in the anterior cingulate cortex during a working memory task.,0.6579999999999999,0.035,0.153,0.033,14.0,7.0,7.0,33.8,10.5
Gln,2020_bell_34,1,10.1002/nbm.4245,0.0,0.0,4.094640000000001,0.50094,4.094640000000001,0.50094,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,2,10.1002/nbm.4245,0.0,0.0,2.8531800000000005,0.3267,2.8531800000000005,0.3267,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,3,10.1002/nbm.4245,0.0,0.0,3.39768,0.6534,3.39768,0.6534,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,4,10.1002/nbm.4245,0.0,0.0,3.0056400000000005,0.26136000000000004,3.0056400000000005,0.26136000000000004,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,5,10.1002/nbm.4245,0.0,0.0,2.78784,0.4791600000000001,2.78784,0.4791600000000001,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,6,10.1002/nbm.4245,0.0,0.0,2.0908800000000003,0.21780000000000002,2.0908800000000003,0.21780000000000002,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,7,10.1002/nbm.4245,0.0,0.0,1.6117200000000003,0.15245999999999998,1.6117200000000003,0.15245999999999998,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,8,10.1002/nbm.4245,0.0,0.0,1.32858,0.10890000000000001,1.32858,0.10890000000000001,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,9,10.1002/nbm.4245,0.0,0.0,0.63162,0.10890000000000001,0.63162,0.10890000000000001,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_bell_34,10,10.1002/nbm.4245,0.0,0.0,0.6098399999999999,0.08712,0.6098399999999999,0.08712,Healthy,GM,In Vivo Glx and Glu Measurements from GABA-Edited MRS at 3T,0.78,0.0,0.65,0.0,15.0,0.0,15.0,24.0,0
Gln,2020_poletti_11,2,10.3389/fpsyt.2020.590095,0.0,0.0,2.00376,0.254826,0.0,0.0,Control,GM,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,0.7745000000000001,0.0795,0.8101999999999999,0.10279999999999999,49.0,21.0,28.0,33.7,11.14
Gln,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,2.674584,0.093654,2.674584,0.093654,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
Gln,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,2.63538,0.093654,2.63538,0.093654,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
Gln,2021_gajdosik_34,1,10.1002/nbm.4538,0.0,0.0,2.4393599999999998,0.39204000000000006,2.4393599999999998,0.39204000000000006,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,2.0,1.0,32.5,10.2
